품종,크기(체중에따른),크기(라벨링),나이,산책시간(시간),체중,적정음수량,성별,중성화여부,색상
말티즈,소,0,4,0.8,3,195,M,N,흰색
말티즈,소,0,4,0.8,3,195,M,Y,백
말티즈,소,0,4,0.8,3.3,214.5,M,Y,흰
말티즈,소,0,4,0.8,3.3,214.5,F,U,흰
말티즈,소,0,4,0.8,3.4,221,F,N,흰색
말티즈,소,0,4,0.8,3.5,227.5,F,U,백
말티즈,소,0,4,0.8,3.5,227.5,F,U,백
말티즈,소,0,4,0.8,3.8,247,F,U,흰색
말티즈,소,0,4,0.8,3.9,253.5,M,N,백색
말티즈,소,0,4,0.8,4,260,M,Y,흰색
말티즈,소,0,4,0.8,4,260,M,N,흰색
말티즈,소,0,4,0.8,4,260,M,U,흰색
말티즈,소,0,4,0.8,4,260,M,N,백
말티즈,소,0,4,0.8,4.1,266.5,F,U,백색
말티즈,소,0,4,0.8,4.2,273,M,Y,흰
말티즈,소,0,4,0.8,4.6,299,M,Y,백색
말티즈,소,0,4,0.8,4.7,305.5,F,N,흰색
말티즈,소,0,4,0.8,4.7,305.5,M,N,흰색
말티즈,소,0,4,0.8,5.6,364,F,Y,흰색
말티즈,소,0,3,0.8,1.5,97.5,M,Y,흰색
말티즈,소,0,3,0.8,1.7,110.5,F,U,흰색
말티즈,소,0,3,0.8,2,130,F,U,흰
말티즈,소,0,3,0.8,2,130,F,N,흰색
말티즈,소,0,3,0.8,2,130,F,U,흰
말티즈,소,0,3,0.8,2.1,136.5,M,N,백색
말티즈,소,0,3,0.8,2.1,136.5,M,N,백색
말티즈,소,0,3,0.8,2.4,156,M,Y,흰색
말티즈,소,0,3,0.8,2.5,162.5,M,N,흰색
말티즈,소,0,3,0.8,2.5,162.5,F,U,"흰색,검정"
말티즈,소,0,3,0.8,2.7,175.5,M,Y,흰색
말티즈,소,0,3,0.8,2.8,182,F,U,흰
말티즈,소,0,3,0.8,2.9,188.5,F,U,흰색
말티즈,소,0,3,0.8,3,195,M,N,흰색
말티즈,소,0,3,0.8,3,195,M,N,백
말티즈,소,0,3,0.8,3,195,M,Y,백
말티즈,소,0,3,0.8,3,195,F,U,흰색
말티즈,소,0,3,0.8,3,195,F,U,백
말티즈,소,0,3,0.8,3,195,F,U,백흑
말티즈,소,0,3,0.8,3,195,F,U,백
말티즈,소,0,3,0.8,3,195,M,N,흰/갈
말티즈,소,0,3,0.8,3.1,201.5,F,N,흰색
말티즈,소,0,3,0.8,3.16,205.4,F,U,백색
말티즈,소,0,3,0.8,3.2,208,M,Y,흰색
말티즈,소,0,3,0.8,3.3,214.5,M,Y,흰
말티즈,소,0,3,0.8,3.3,214.5,F,N,"검정색, 흰색"
말티즈,소,0,3,0.8,3.4,221,M,N,흰
말티즈,소,0,3,0.8,3.4,221,F,U,백색
말티즈,소,0,3,0.8,3.5,227.5,F,U,백색
말티즈,소,0,3,0.8,3.5,227.5,M,Y,흰색
말티즈,소,0,3,0.8,3.6,234,F,N,흰색
말티즈,소,0,3,0.8,3.6,234,M,N,흰색
말티즈,소,0,3,0.8,3.7,240.5,M,N,흰색
말티즈,소,0,3,0.8,3.7,240.5,M,U,흰색
말티즈,소,0,3,0.8,3.8,247,M,N,흰색
말티즈,소,0,3,0.8,3.8,247,F,N,흰색
말티즈,소,0,3,0.8,3.9,253.5,F,U,흰색
말티즈,소,0,3,0.8,3.9,253.5,M,Y,흰
말티즈,소,0,3,0.8,3.9,253.5,F,Y,아이보리
말티즈,소,0,3,0.8,3.92,254.8,M,Y,하양
말티즈,소,0,3,0.8,4,260,M,U,회색
말티즈,소,0,3,0.8,4,260,F,U,흰색
말티즈,소,0,3,0.8,4,260,M,N,흰색
말티즈,소,0,3,0.8,4,260,M,N,흰색
말티즈,소,0,3,0.8,4.1,266.5,M,N,흰색
말티즈,소,0,3,0.8,4.3,279.5,M,U,흰색
말티즈,소,0,3,0.8,4.4,286,M,N,흰색
말티즈,소,0,3,0.8,4.5,292.5,M,N,흰색
말티즈,소,0,3,0.8,4.5,292.5,M,N,흰색
말티즈,소,0,3,0.8,4.7,305.5,M,Y,백색
말티즈,소,0,3,0.8,5,325,M,Y,백
말티즈,소,0,3,0.8,5,325,M,N,백색
말티즈,소,0,3,0.8,5,325,M,Y,백
말티즈,소,0,3,0.8,5,325,M,N,백
말티즈,소,0,3,0.8,5,325,F,U,흰색
말티즈,소,0,3,0.8,5.6,364,F,N,흰색
말티즈,소,0,3,0.8,6,390,M,N,백
말티즈,소,0,3,0.8,7.5,487.5,M,N,옅은황색
말티즈,소,0,2,0.8,2,130,F,U,흰
말티즈,소,0,2,0.8,2.2,143,M,N,하양
말티즈,소,0,2,0.8,2.3,149.5,M,N,백색
말티즈,소,0,2,0.8,2.6,169,M,Y,흰
말티즈,소,0,2,0.8,2.6,169,F,U,흰색
말티즈,소,0,2,0.8,2.8,182,M,N,흰
말티즈,소,0,2,0.8,2.8,182,F,Y,흰색
말티즈,소,0,2,0.8,3,195,F,U,백
말티즈,소,0,2,0.8,3,195,F,U,흰색
말티즈,소,0,2,0.8,3,195,F,U,백
말티즈,소,0,2,0.8,3,195,M,N,백
말티즈,소,0,2,0.8,3,195,F,N,흰색
말티즈,소,0,2,0.8,3.1,201.5,M,U,흰색
말티즈,소,0,2,0.8,3.2,208,M,Y,흰
말티즈,소,0,2,0.8,3.3,214.5,M,Y,흰색
말티즈,소,0,2,0.8,3.5,227.5,M,N,흰색
말티즈,소,0,2,0.8,3.5,227.5,F,U,백색
말티즈,소,0,2,0.8,4,260,M,N,흰색
말티즈,소,0,2,0.8,4,260,M,Y,흰색
말티즈,소,0,2,0.8,4,260,M,Y,백
말티즈,소,0,2,0.8,4,260,F,U,갈색
말티즈,소,0,2,0.8,4,260,M,N,흰색
말티즈,소,0,2,0.8,4,260,M,Y,흰색
말티즈,소,0,2,0.8,4,260,M,N,흰
말티즈,소,0,2,0.8,4.2,273,M,N,흰
말티즈,소,0,2,0.8,4.2,273,M,Y,백색
말티즈,소,0,2,0.8,4.37,284.05,F,U,흰색
말티즈,소,0,2,0.8,4.9,318.5,M,N,흰색
말티즈,소,0,2,0.8,5,325,F,N,흰색
말티즈,소,0,2,0.8,5,325,M,U,흰
말티즈,소,0,2,0.8,5,325,M,Y,흰색
말티즈,소,0,2,0.8,5.5,357.5,F,N,흰
말티즈,소,0,2,0.8,6,390,F,U,흰색
말티즈,소,0,2,0.8,7,455,M,Y,흰색
말티즈,소,0,1,0.8,1.2,78,M,Y,흰색
말티즈,소,0,1,0.8,1.6,104,F,U,흰색
말티즈,소,0,1,0.8,2,130,F,U,흰색
말티즈,소,0,1,0.8,2.2,143,F,U,흰색
말티즈,소,0,1,0.8,2.3,149.5,F,U,흰
말티즈,소,0,1,0.8,2.3,149.5,M,Y,흰색
말티즈,소,0,1,0.8,2.5,162.5,F,U,흰/갈
말티즈,소,0,1,0.8,2.5,162.5,F,U,백
말티즈,소,0,1,0.8,2.5,162.5,F,N,흰색
말티즈,소,0,1,0.8,2.7,175.5,F,N,흰색
말티즈,소,0,1,0.8,3,195,M,N,백
말티즈,소,0,1,0.8,3.1,201.5,F,U,흰
말티즈,소,0,1,0.8,3.2,208,M,U,흰
말티즈,소,0,1,0.8,3.2,208,M,Y,흰색
말티즈,소,0,1,0.8,3.5,227.5,M,Y,흰색
말티즈,소,0,1,0.8,3.5,227.5,M,N,백
말티즈,소,0,1,0.8,3.6,234,M,N,흰
말티즈,소,0,1,0.8,3.9,253.5,M,N,흰
말티즈,소,0,1,0.8,4,260,M,N,흰색
말티즈,소,0,1,0.8,4,260,M,N,백
말티즈,소,0,1,0.8,4.2,273,M,N,흰
말티즈,소,0,1,0.8,5,325,M,N,흰
말티즈,소,0,0,0.5,0.04,2.6,F,N,흰색
말티즈,소,0,0,0.5,0.04,2.6,M,N,흰색
말티즈,소,0,0,0.5,0.04,2.6,F,N,갈색
말티즈,소,0,0,0.5,0.05,3.25,M,N,흰색
말티즈,소,0,0,0.5,0.3,19.5,M,N,흰색
말티즈,소,0,0,0.5,0.3,19.5,F,N,흰색
말티즈,소,0,0,0.5,0.44,28.6,F,U,백색
말티즈,소,0,0,0.5,0.45,29.25,M,N,하양
말티즈,소,0,0,0.5,0.5,32.5,F,N,흰색
말티즈,소,0,0,0.5,0.5,32.5,F,N,흰색
말티즈,소,0,0,0.5,0.5,32.5,M,N,갈색
말티즈,소,0,0,0.5,0.5,32.5,F,N,갈색
말티즈,소,0,0,0.5,0.5,32.5,F,N,갈색/하양
말티즈,소,0,0,0.5,0.5,32.5,M,N,검정색
말티즈,소,0,0,0.5,0.5,32.5,Q,N,황갈색
말티즈,소,0,0,0.5,0.5,32.5,M,N,검갈색
말티즈,소,0,0,0.5,0.5,32.5,F,N,흰색
말티즈,소,0,0,0.5,0.5,32.5,Q,N,크림색
말티즈,소,0,0,0.5,0.5,32.5,F,N,검갈색
말티즈,소,0,0,0.5,0.5,32.5,Q,N,흑갈색
말티즈,소,0,0,0.5,0.5,32.5,Q,N,흰색
말티즈,소,0,0,0.5,1.5,97.5,F,U,백
말티즈,소,0,0,0.5,2,130,M,N,백
말티즈,소,0,0,0.5,3.1,201.5,M,N,백색
말티즈,소,0,0,0.5,3.5,227.5,M,U,백
말티즈,소,0,0,0.5,3.5,227.5,F,U,백색
말티즈,소,0,0,0.5,3.5,227.5,M,N,흰색
말티즈,소,0,0,0.5,3.6,234,F,U,화이트
말티즈,소,0,0,0.5,4.28,278.2,M,Y,백색
미니어쳐 푸들,소,0,12,0.5,2,130,F,N,갈색
미니어쳐 푸들,소,0,6,0.8,3.3,214.5,F,N,회갈
미니어쳐 푸들,소,0,5,0.8,5,325,F,U,갈색
미니어쳐 푸들,소,0,4,0.8,3.8,247,F,N,검정색
미니어쳐슈나우저,소,0,12,0.5,5.4,351,M,Y,흰색
미니어쳐슈나우저,소,0,12,0.5,6,390,M,Y,흰색
미니어쳐슈나우저,소,0,12,0.5,6.1,396.5,M,Y,흰색
미니어쳐핀셔,소,0,13,0.5,2.5,162.5,M,Y,흑갈
미니어쳐핀셔,소,0,12,0.5,3,195,F,U,흑갈
미니어쳐핀셔,소,0,9,0.5,5.3,344.5,M,Y,흑갈색
미니어쳐핀셔,소,0,8,0.5,2.9,188.5,M,N,갈
미니어쳐핀셔,소,0,7,0.8,3,195,F,U,"검정,갈색"
미니어쳐핀셔,소,0,5,0.8,3.5,227.5,F,U,흑갈
미니어쳐핀셔,소,0,5,0.8,5.5,357.5,M,N,흑갈색
미니어쳐핀셔,소,0,3,0.8,2,130,M,N,흑갈
미니어쳐핀셔,소,0,3,0.8,2,130,M,N,흑갈
미니어쳐핀셔,소,0,3,0.8,6,390,M,N,흑갈
미니어쳐핀셔,소,0,1,0.8,2.5,162.5,F,U,흑갈
믹스견,소,0,0,0.8,0.05,3.25,M,N,흰색
믹스견,소,0,0,0.8,0.07,4.55,M,N,흰색
믹스견,소,0,0,0.8,0.07,4.55,M,N,흰색
믹스견,소,0,0,0.8,0.07,4.55,M,N,갈색
믹스견,소,0,0,0.8,0.1,6.5,M,N,백
믹스견,소,0,0,0.8,0.1,6.5,Q,N,흰색바둑
믹스견,소,0,0,0.8,0.1,6.5,Q,N,흰바둑이
믹스견,소,0,0,0.8,0.1,6.5,Q,N,흰바둑이
믹스견,소,0,0,0.8,0.1,6.5,Q,N,갈색
믹스견,소,0,0,0.8,0.1,6.5,Q,N,검정
믹스견,소,0,0,0.8,0.1,6.5,Q,N,연갈색
믹스견,소,0,0,0.8,0.1,6.5,Q,N,검정
믹스견,소,0,0,0.8,0.1,6.5,Q,N,검정
믹스견,소,0,0,0.8,0.1,6.5,Q,N,건정
믹스견,소,0,0,0.8,0.1,6.5,Q,N,연노랑
믹스견,소,0,0,0.8,0.1,6.5,Q,N,갈색
믹스견,소,0,0,0.8,0.1,6.5,M,N,흰
믹스견,소,0,0,0.8,0.1,6.5,Q,N,갈
믹스견,소,0,1,1,0.1,6.5,F,N,갈색
믹스견,소,0,1,1,0.1,6.5,M,N,"흰,갈색"
믹스견,소,0,1,1,0.1,6.5,M,N,갈색
믹스견,소,0,0,0.8,0.2,13,M,N,흰색
믹스견,소,0,0,0.8,0.2,13,M,N,갈/검
믹스견,소,0,0,0.8,0.2,13,Q,N,검/갈
믹스견,소,0,0,0.8,0.2,13,F,N,검정/하양
믹스견,소,0,0,0.8,0.2,13,M,N,검정
믹스견,소,0,0,0.8,0.2,13,M,N,노랑
믹스견,소,0,0,0.8,0.2,13,M,N,흰검
믹스견,소,0,0,0.8,0.2,13,M,N,흰
믹스견,소,0,0,0.8,0.24,15.6,F,U,흰
믹스견,소,0,0,0.8,0.3,19.5,M,N,흰색
믹스견,소,0,0,0.8,0.3,19.5,F,N,흰색
믹스견,소,0,0,0.8,0.3,19.5,M,N,흰색
믹스견,소,0,0,0.8,0.3,19.5,M,N,검갈색
믹스견,소,0,0,0.8,0.3,19.5,M,N,검백색
믹스견,소,0,0,0.8,0.3,19.5,F,N,갈색
믹스견,소,0,0,0.8,0.3,19.5,F,N,갈색
믹스견,소,0,0,0.8,0.3,19.5,F,U,검/갈/흰
믹스견,소,0,0,0.8,0.3,19.5,M,N,검은색
믹스견,소,0,0,0.8,0.3,19.5,F,N,검정/하양
믹스견,소,0,0,0.8,0.3,19.5,F,N,흰색
믹스견,소,0,0,0.8,0.3,19.5,F,N,흰색
믹스견,소,0,0,0.8,0.3,19.5,F,N,흰색
믹스견,소,0,0,0.8,0.3,19.5,F,N,흰색
믹스견,소,0,0,0.8,0.3,19.5,M,N,흰색
믹스견,소,0,0,0.8,0.3,19.5,F,U,흰/갈
믹스견,소,0,0,0.8,0.3,19.5,F,N,흰색
믹스견,소,0,0,0.8,0.3,19.5,M,N,흰색
믹스견,소,0,0,0.8,0.3,19.5,F,N,갈흑
믹스견,소,0,0,0.8,0.3,19.5,M,N,검정
믹스견,소,0,0,0.8,0.3,19.5,M,N,검정
믹스견,소,0,0,0.8,0.3,19.5,M,N,검정
믹스견,소,0,0,0.8,0.3,19.5,F,N,검정
믹스견,소,0,0,0.8,0.3,19.5,F,N,검정
믹스견,소,0,0,0.8,0.3,19.5,M,N,회색
믹스견,소,0,0,0.8,0.3,19.5,M,N,갈색
믹스견,소,0,0,0.8,0.3,19.5,M,N,하양
믹스견,소,0,0,0.8,0.3,19.5,F,U,백색
믹스견,소,0,0,0.8,0.3,19.5,F,N,갈색
믹스견,소,0,0,0.8,0.3,19.5,M,N,흰색
믹스견,소,0,0,0.8,0.3,19.5,F,N,"흰,갈"
믹스견,소,0,0,0.8,0.3,19.5,F,N,흰색
믹스견,소,0,0,0.8,0.3,19.5,F,N,갈색
믹스견,소,0,1,1,0.3,19.5,M,N,"갈색,흰색"
믹스견,소,0,0,0.8,0.32,20.8,M,N,하양
믹스견,소,0,0,0.8,0.34,22.1,F,N,하양
믹스견,소,0,0,0.8,0.34,22.1,F,U,백색
믹스견,소,0,0,0.8,0.34,22.1,M,N,백색
믹스견,소,0,0,0.8,0.35,22.75,M,N,갈색
믹스견,소,0,0,0.8,0.35,22.75,M,N,갈색
믹스견,소,0,0,0.8,0.35,22.75,M,N,갈색
믹스견,소,0,0,0.8,0.35,22.75,F,N,검은색
믹스견,소,0,0,0.8,0.35,22.75,M,N,하양
믹스견,소,0,1,1,0.35,22.75,M,N,"갈색,검정색"
믹스견,소,0,0,0.8,0.36,23.4,M,N,하양
믹스견,소,0,0,0.8,0.4,26,F,N,크림색
믹스견,소,0,0,0.8,0.4,26,F,U,갈/흰
믹스견,소,0,0,0.8,0.4,26,F,N,갈색
믹스견,소,0,0,0.8,0.4,26,F,U,흰/갈
믹스견,소,0,0,0.8,0.4,26,F,U,갈/흰
믹스견,소,0,0,0.8,0.4,26,M,N,크림색
믹스견,소,0,0,0.8,0.4,26,F,N,하양
믹스견,소,0,0,0.8,0.4,26,F,N,흑갈색
믹스견,소,0,0,0.8,0.4,26,F,N,흰색
믹스견,소,0,0,0.8,0.4,26,M,N,흰색
믹스견,소,0,0,0.8,0.4,26,F,N,흰색
믹스견,소,0,0,0.8,0.42,27.3,M,N,하양
믹스견,소,0,0,0.8,0.42,27.3,F,N,하양
믹스견,소,0,0,0.8,0.45,29.25,M,N,갈색
믹스견,소,0,0,0.8,0.45,29.25,M,N,하양
믹스견,소,0,0,0.8,0.5,32.5,F,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,F,N,검은색
믹스견,소,0,0,0.8,0.5,32.5,F,N,울프그레이
믹스견,소,0,0,0.8,0.5,32.5,F,N,갈색
믹스견,소,0,0,0.8,0.5,32.5,M,N,갈색
믹스견,소,0,0,0.8,0.5,32.5,M,N,갈색
믹스견,소,0,0,0.8,0.5,32.5,F,N,갈색
믹스견,소,0,0,0.8,0.5,32.5,F,N,갈색
믹스견,소,0,0,0.8,0.5,32.5,F,N,갈색
믹스견,소,0,0,0.8,0.5,32.5,F,N,갈색
믹스견,소,0,0,0.8,0.5,32.5,F,N,갈색
믹스견,소,0,0,0.8,0.5,32.5,F,N,검정색
믹스견,소,0,0,0.8,0.5,32.5,F,N,검정색
믹스견,소,0,0,0.8,0.5,32.5,M,N,흑갈색
믹스견,소,0,0,0.8,0.5,32.5,M,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,F,N,갈색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,M,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,M,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,M,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,크림색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,M,N,검갈색
믹스견,소,0,0,0.8,0.5,32.5,M,N,검갈색
믹스견,소,0,0,0.8,0.5,32.5,F,N,검갈색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,F,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,F,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,F,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,F,N,흑갈색
믹스견,소,0,0,0.8,0.5,32.5,F,N,크림색
믹스견,소,0,0,0.8,0.5,32.5,M,N,크림색
믹스견,소,0,0,0.8,0.5,32.5,M,N,크림색
믹스견,소,0,0,0.8,0.5,32.5,M,N,갈색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흑갈색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,크림색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,F,N,갈색
믹스견,소,0,0,0.8,0.5,32.5,F,N,검정
믹스견,소,0,0,0.8,0.5,32.5,F,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,M,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,F,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,F,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,F,N,검정색
믹스견,소,0,0,0.8,0.5,32.5,M,N,검갈색
믹스견,소,0,0,0.8,0.5,32.5,Q,U,갈/검/흰
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,"흰색, 검정색"
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흑갈색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흑갈색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,"흰색, 검정색"
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흑갈색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,흑갈색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,크림색
믹스견,소,0,0,0.8,0.5,32.5,M,U,흰색
믹스견,소,0,0,0.8,0.5,32.5,F,U,검정색
믹스견,소,0,0,0.8,0.5,32.5,F,U,흰색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,재색
믹스견,소,0,0,0.8,0.5,32.5,M,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,M,N,흰색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,크림색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,크림색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,크림색
믹스견,소,0,0,0.8,0.5,32.5,Q,N,크림색
믹스견,소,0,0,0.8,0.6,39,M,N,호피무늬
믹스견,소,0,0,0.8,0.6,39,M,N,호피무늬
믹스견,소,0,0,0.8,0.6,39,M,N,호피무늬
믹스견,소,0,0,0.8,0.6,39,M,N,갈색
믹스견,소,0,0,0.8,0.6,39,F,N,호피무늬
믹스견,소,0,0,0.8,0.6,39,M,N,갈/흰
믹스견,소,0,0,0.8,0.6,39,M,N,갈/흰
믹스견,소,0,0,0.8,0.6,39,F,N,검정
믹스견,소,0,0,0.8,0.6,39,F,N,검정
믹스견,소,0,0,0.8,0.62,40.3,F,N,갈색
믹스견,소,0,0,0.8,0.64,41.6,F,N,갈색/하양
믹스견,소,0,0,0.8,0.68,44.2,M,N,크림색
믹스견,소,0,0,0.8,0.7,45.5,M,N,백색
믹스견,소,0,0,0.8,0.7,45.5,F,N,백색
믹스견,소,0,0,0.8,0.7,45.5,F,N,벡섹
믹스견,소,0,0,0.8,0.7,45.5,Q,N,흰색
믹스견,소,0,0,0.8,0.7,45.5,Q,N,흰색
믹스견,소,0,0,0.8,0.7,45.5,Q,N,흰색
믹스견,소,0,0,0.8,0.7,45.5,M,N,갈/흰
믹스견,소,0,0,0.8,0.7,45.5,M,N,흰
믹스견,소,0,0,0.8,0.7,45.5,M,N,흰색
믹스견,소,0,0,0.8,0.7,45.5,M,N,검은색
믹스견,소,0,0,0.8,0.7,45.5,M,N,크림색
믹스견,소,0,0,0.8,0.7,45.5,M,N,갈색
믹스견,소,0,0,0.8,0.7,45.5,M,N,검정
믹스견,소,0,0,0.8,0.75,48.75,F,N,백흑
믹스견,소,0,0,0.8,0.78,50.7,F,N,옅은황색
믹스견,소,0,0,0.8,0.78,50.7,M,N,크림색
믹스견,소,0,0,0.8,0.8,52,M,N,백색
믹스견,소,0,0,0.8,0.8,52,M,N,"크림색, 흑색"
믹스견,소,0,0,0.8,0.8,52,M,N,갈색
믹스견,소,0,0,0.8,0.8,52,M,N,갈색
믹스견,소,0,0,0.8,0.8,52,F,N,검/갈
믹스견,소,0,0,0.8,0.8,52,M,N,갈/흰
믹스견,소,0,0,0.8,0.8,52,F,U,갈/흰
믹스견,소,0,0,0.8,0.8,52,M,N,검정
믹스견,소,0,0,0.8,0.8,52,M,N,백갈
믹스견,소,0,0,0.8,0.8,52,F,U,검/흰
믹스견,소,0,0,0.8,0.8,52,M,N,검/흰
믹스견,소,0,0,0.8,0.8,52,M,N,갈색
믹스견,소,0,0,0.8,0.8,52,F,N,갈흑
믹스견,소,0,0,0.8,0.8,52,M,N,백갈흑
믹스견,소,0,0,0.8,0.8,52,F,N,갈색
믹스견,소,0,0,0.8,0.8,52,F,N,크림색
믹스견,소,0,0,0.8,0.8,52,M,N,검/갈/흰
믹스견,소,0,0,0.8,0.85,55.25,F,N,갈색
믹스견,소,0,0,0.8,0.9,58.5,M,N,백색
믹스견,소,0,0,0.8,0.9,58.5,M,N,백색
믹스견,소,0,0,0.8,0.9,58.5,M,N,검은색
믹스견,소,0,0,0.8,0.9,58.5,M,N,갈색
믹스견,소,0,0,0.8,0.9,58.5,F,N,갈색
믹스견,소,0,0,0.8,0.9,58.5,F,N,갈색
믹스견,소,0,0,0.8,0.9,58.5,M,N,갈/흰
믹스견,소,0,0,0.8,0.9,58.5,M,N,갈/흰
믹스견,소,0,0,0.8,0.9,58.5,M,N,갈/흰
믹스견,소,0,0,0.8,0.9,58.5,F,U,흰
믹스견,소,0,0,0.8,0.9,58.5,F,U,갈/검
믹스견,소,0,0,0.8,0.9,58.5,F,N,검백색
믹스견,소,0,0,0.8,0.9,58.5,F,U,갈/흰
믹스견,소,0,0,0.8,0.9,58.5,M,N,갈색
믹스견,소,0,0,0.8,0.9,58.5,M,U,흰
믹스견,소,0,0,0.8,0.9,58.5,M,N,검/갈/흰
믹스견,소,0,0,0.8,0.9,58.5,F,N,흰색
믹스견,소,0,0,0.8,0.92,59.8,M,N,갈/검/흰
믹스견,소,0,1,1,0.94,61.1,F,N,검갈색
믹스견,소,0,0,0.8,0.98,63.7,F,U,흰색
믹스견,소,0,0,0.8,1,65,M,N,갈
믹스견,소,0,0,0.8,1,65,M,N,크림색
믹스견,소,0,0,0.8,1,65,M,N,흰색
믹스견,소,0,0,0.8,1,65,F,N,흰색
믹스견,소,0,0,0.8,1,65,M,N,"흑회색, 흰색"
믹스견,소,0,0,0.8,1,65,M,N,흑회색
믹스견,소,0,0,0.8,1,65,F,N,"크림색, 검정색"
믹스견,소,0,0,0.8,1,65,F,U,검/흰
믹스견,소,0,0,0.8,1,65,F,U,검/흰
믹스견,소,0,0,0.8,1,65,F,U,검/흰
믹스견,소,0,0,0.8,1,65,F,U,검/흰
믹스견,소,0,0,0.8,1,65,F,N,흰+검 얼룩
믹스견,소,0,0,0.8,1,65,F,N,갈색
믹스견,소,0,0,0.8,1,65,F,N,검/흰
믹스견,소,0,0,0.8,1,65,F,N,흰색
믹스견,소,0,0,0.8,1,65,M,N,갈/흰
믹스견,소,0,0,0.8,1,65,M,N,갈/흰
믹스견,소,0,0,0.8,1,65,F,N,흑갈색
믹스견,소,0,0,0.8,1,65,M,N,갈색
믹스견,소,0,0,0.8,1,65,M,N,흰색
믹스견,소,0,0,0.8,1,65,M,N,황갈색
믹스견,소,0,0,0.8,1,65,M,N,진한갈색
믹스견,소,0,0,0.8,1,65,F,N,진한갈색
믹스견,소,0,0,0.8,1,65,F,N,연갈색
믹스견,소,0,0,0.8,1,65,F,N,흰색
믹스견,소,0,0,0.8,1,65,M,N,흰/갈
믹스견,소,0,0,0.8,1,65,F,N,흰색
믹스견,소,0,0,0.8,1,65,F,N,크림색
믹스견,소,0,0,0.8,1,65,F,U,검/갈
믹스견,소,0,0,0.8,1,65,F,U,검/갈
믹스견,소,0,0,0.8,1,65,M,N,검/갈/흰
믹스견,소,0,0,0.8,1,65,M,N,"검정색, 흰색"
믹스견,소,0,0,0.8,1,65,M,N,크림색
믹스견,소,0,0,0.8,1,65,M,N,흑갈색
믹스견,소,0,0,0.8,1,65,F,N,흰색
믹스견,소,0,0,0.8,1,65,M,N,"흑회색, 흰색"
믹스견,소,0,0,0.8,1,65,F,N,백
믹스견,소,0,0,0.8,1,65,M,N,백
믹스견,소,0,0,0.8,1,65,M,N,백
믹스견,소,0,0,0.8,1,65,M,N,백
믹스견,소,0,0,0.8,1,65,M,N,검정
믹스견,소,0,0,0.8,1,65,M,N,갈/검/흰
