품종,나이,산책시간(시간),체중,성별,중성화여부,색상
말티즈,0,0.5,0.5,F,N,갈색/하양
말티즈,0,0.5,0.5,M,N,검정색
말티즈,0,0.5,0.5,Q,N,황갈색
말티즈,0,0.5,0.5,M,N,검갈색
말티즈,0,0.5,0.5,F,N,흰색
말티즈,0,0.5,0.5,Q,N,크림색
말티즈,0,0.5,0.5,F,N,검갈색
말티즈,0,0.5,0.5,Q,N,흑갈색
말티즈,0,0.5,0.5,Q,N,흰색
말티즈,0,0.5,1.5,F,U,백
말티즈,0,0.5,2,M,N,백
말티즈,0,0.5,3.1,M,N,백색
말티즈,0,0.5,3.5,M,U,백
말티즈,0,0.5,3.5,F,U,백색
말티즈,0,0.5,3.5,M,N,흰색
말티즈,0,0.5,3.6,F,U,화이트
말티즈,0,0.5,4.28,M,Y,백색
미니어쳐 푸들,12,0.5,2,F,N,갈색
미니어쳐 푸들,6,0.8,3.3,F,N,회갈
미니어쳐 푸들,5,0.8,5,F,U,갈색
미니어쳐 푸들,4,0.8,3.8,F,N,검정색
미니어쳐슈나우저,12,0.5,5.4,M,Y,흰색
미니어쳐슈나우저,12,0.5,6,M,Y,흰색
미니어쳐슈나우저,12,0.5,6.1,M,Y,흰색
미니어쳐핀셔,13,0.5,2.5,M,Y,흑갈
미니어쳐핀셔,12,0.5,3,F,U,흑갈
미니어쳐핀셔,9,0.5,5.3,M,Y,흑갈색
미니어쳐핀셔,8,0.5,2.9,M,N,갈
미니어쳐핀셔,7,0.8,3,F,U,"검정,갈색"
미니어쳐핀셔,5,0.8,3.5,F,U,흑갈
미니어쳐핀셔,5,0.8,5.5,M,N,흑갈색
미니어쳐핀셔,3,0.8,2,M,N,흑갈
미니어쳐핀셔,3,0.8,2,M,N,흑갈
미니어쳐핀셔,3,0.8,6,M,N,흑갈
미니어쳐핀셔,1,0.8,2.5,F,U,흑갈
믹스견,0,0.8,0.05,M,N,흰색
믹스견,0,0.8,0.07,M,N,흰색
믹스견,0,0.8,0.07,M,N,흰색
믹스견,0,0.8,0.07,M,N,갈색
믹스견,0,0.8,0.1,M,N,백
믹스견,0,0.8,0.1,Q,N,흰색바둑
믹스견,0,0.8,0.1,Q,N,흰바둑이
믹스견,0,0.8,0.1,Q,N,흰바둑이
믹스견,0,0.8,0.1,Q,N,갈색
믹스견,0,0.8,0.1,Q,N,검정
믹스견,0,0.8,0.1,Q,N,연갈색
믹스견,0,0.8,0.1,Q,N,검정
믹스견,0,0.8,0.1,Q,N,검정
믹스견,0,0.8,0.1,Q,N,건정
믹스견,0,0.8,0.1,Q,N,연노랑
믹스견,0,0.8,0.1,Q,N,갈색
믹스견,0,0.8,0.1,M,N,흰
믹스견,0,0.8,0.1,Q,N,갈
믹스견,1,1,0.1,F,N,갈색
믹스견,1,1,0.1,M,N,"흰,갈색"
믹스견,1,1,0.1,M,N,갈색
믹스견,0,0.8,0.2,M,N,흰색
믹스견,0,0.8,0.2,M,N,갈/검
믹스견,0,0.8,0.2,Q,N,검/갈
믹스견,0,0.8,0.2,F,N,검정/하양
믹스견,0,0.8,0.2,M,N,검정
믹스견,0,0.8,0.2,M,N,노랑
믹스견,0,0.8,0.2,M,N,흰검
믹스견,0,0.8,0.2,M,N,흰
믹스견,0,0.8,0.24,F,U,흰
믹스견,0,0.8,0.3,M,N,흰색
믹스견,0,0.8,0.3,F,N,흰색
믹스견,0,0.8,0.3,M,N,흰색
믹스견,0,0.8,0.3,M,N,검갈색
믹스견,0,0.8,0.3,M,N,검백색
믹스견,0,0.8,0.3,F,N,갈색
믹스견,0,0.8,0.3,F,N,갈색
믹스견,0,0.8,0.3,F,U,검/갈/흰
믹스견,0,0.8,0.3,M,N,검은색
믹스견,0,0.8,0.3,F,N,검정/하양
믹스견,0,0.8,0.3,F,N,흰색
믹스견,0,0.8,0.3,F,N,흰색
믹스견,0,0.8,0.3,F,N,흰색
믹스견,0,0.8,0.3,F,N,흰색
믹스견,0,0.8,0.3,M,N,흰색
믹스견,0,0.8,0.3,F,U,흰/갈
믹스견,0,0.8,0.3,F,N,흰색
믹스견,0,0.8,0.3,M,N,흰색
믹스견,0,0.8,0.3,F,N,갈흑
믹스견,0,0.8,0.3,M,N,검정
믹스견,0,0.8,0.3,M,N,검정
믹스견,0,0.8,0.3,M,N,검정
믹스견,0,0.8,0.3,F,N,검정
믹스견,0,0.8,0.3,F,N,검정
믹스견,0,0.8,0.3,M,N,회색
믹스견,0,0.8,0.3,M,N,갈색
믹스견,0,0.8,0.3,M,N,하양
믹스견,0,0.8,0.3,F,U,백색
믹스견,0,0.8,0.3,F,N,갈색
믹스견,0,0.8,0.3,M,N,흰색
믹스견,0,0.8,0.3,F,N,"흰,갈"
믹스견,0,0.8,0.3,F,N,흰색
믹스견,0,0.8,0.3,F,N,갈색
믹스견,1,1,0.3,M,N,"갈색,흰색"
믹스견,0,0.8,0.32,M,N,하양
믹스견,0,0.8,0.34,F,N,하양
믹스견,0,0.8,0.34,F,U,백색
믹스견,0,0.8,0.34,M,N,백색
믹스견,0,0.8,0.35,M,N,갈색
믹스견,0,0.8,0.35,M,N,갈색
믹스견,0,0.8,0.35,M,N,갈색
믹스견,0,0.8,0.35,F,N,검은색
믹스견,0,0.8,0.35,M,N,하양
믹스견,1,1,0.35,M,N,"갈색,검정색"
믹스견,0,0.8,0.36,M,N,하양
믹스견,0,0.8,0.4,F,N,크림색
믹스견,0,0.8,0.4,F,U,갈/흰
믹스견,0,0.8,0.4,F,N,갈색
믹스견,0,0.8,0.4,F,U,흰/갈
믹스견,0,0.8,0.4,F,U,갈/흰
믹스견,0,0.8,0.4,M,N,크림색
믹스견,0,0.8,0.4,F,N,하양
믹스견,0,0.8,0.4,F,N,흑갈색
믹스견,0,0.8,0.4,F,N,흰색
믹스견,0,0.8,0.4,M,N,흰색
믹스견,0,0.8,0.4,F,N,흰색
믹스견,0,0.8,0.42,M,N,하양
믹스견,0,0.8,0.42,F,N,하양
믹스견,0,0.8,0.45,M,N,갈색
믹스견,0,0.8,0.45,M,N,하양
믹스견,0,0.8,0.5,F,N,흰색
믹스견,0,0.8,0.5,F,N,검은색
믹스견,0,0.8,0.5,F,N,울프그레이
믹스견,0,0.8,0.5,F,N,갈색
믹스견,0,0.8,0.5,M,N,갈색
믹스견,0,0.8,0.5,M,N,갈색
믹스견,0,0.8,0.5,F,N,갈색
믹스견,0,0.8,0.5,F,N,갈색
믹스견,0,0.8,0.5,F,N,갈색
믹스견,0,0.8,0.5,F,N,갈색
믹스견,0,0.8,0.5,F,N,갈색
믹스견,0,0.8,0.5,F,N,검정색
믹스견,0,0.8,0.5,F,N,검정색
믹스견,0,0.8,0.5,M,N,흑갈색
믹스견,0,0.8,0.5,M,N,흰색
믹스견,0,0.8,0.5,F,N,갈색
믹스견,0,0.8,0.5,Q,N,흰색
믹스견,0,0.8,0.5,M,N,흰색
믹스견,0,0.8,0.5,M,N,흰색
믹스견,0,0.8,0.5,M,N,흰색
믹스견,0,0.8,0.5,Q,N,크림색
믹스견,0,0.8,0.5,Q,N,흰색
믹스견,0,0.8,0.5,Q,N,흰색
믹스견,0,0.8,0.5,M,N,검갈색
믹스견,0,0.8,0.5,M,N,검갈색
믹스견,0,0.8,0.5,F,N,검갈색
믹스견,0,0.8,0.5,Q,N,흰색
믹스견,0,0.8,0.5,Q,N,흰색
믹스견,0,0.8,0.5,Q,N,흰색
믹스견,0,0.8,0.5,Q,N,흰색
믹스견,0,0.8,0.5,Q,N,흰색
믹스견,0,0.8,0.5,F,N,흰색
믹스견,0,0.8,0.5,F,N,흰색
믹스견,0,0.8,0.5,F,N,흰색
믹스견,0,0.8,0.5,F,N,흑갈색
믹스견,0,0.8,0.5,F,N,크림색
믹스견,0,0.8,0.5,M,N,크림색
믹스견,0,0.8,0.5,M,N,크림색
믹스견,0,0.8,0.5,M,N,갈색
믹스견,0,0.8,0.5,Q,N,흰색
믹스견,0,0.8,0.5,Q,N,흰색
믹스견,0,0.8,0.5,Q,N,흰색
믹스견,0,0.8,0.5,Q,N,흰색
믹스견,0,0.8,0.5,Q,N,흰색
믹스견,0,0.8,0.5,Q,N,흰색
믹스견,0,0.8,0.5,Q,N,흰색
믹스견,0,0.8,0.5,Q,N,흰색
믹스견,0,0.8,0.5,Q,N,흰색
믹스견,0,0.8,0.5,Q,N,흰색
믹스견,0,0.8,0.5,Q,N,흰색
믹스견,0,0.8,0.5,Q,N,흑갈색
믹스견,0,0.8,0.5,Q,N,크림색
믹스견,0,0.8,0.5,Q,N,흰색
믹스견,0,0.8,0.5,F,N,갈색
믹스견,0,0.8,0.5,F,N,검정
믹스견,0,0.8,0.5,F,N,흰색
믹스견,0,0.8,0.5,M,N,흰색
믹스견,0,0.8,0.5,F,N,흰색
믹스견,0,0.8,0.5,F,N,흰색
믹스견,0,0.8,0.5,F,N,검정색
믹스견,0,0.8,0.5,M,N,검갈색
믹스견,0,0.8,0.5,Q,U,갈/검/흰
믹스견,0,0.8,0.5,Q,N,흰색
믹스견,0,0.8,0.5,Q,N,"흰색, 검정색"
믹스견,0,0.8,0.5,Q,N,흑갈색
믹스견,0,0.8,0.5,Q,N,흑갈색
믹스견,0,0.8,0.5,Q,N,"흰색, 검정색"
믹스견,0,0.8,0.5,Q,N,흑갈색
믹스견,0,0.8,0.5,Q,N,흑갈색
믹스견,0,0.8,0.5,Q,N,크림색
믹스견,0,0.8,0.5,M,U,흰색
믹스견,0,0.8,0.5,F,U,검정색
믹스견,0,0.8,0.5,F,U,흰색
믹스견,0,0.8,0.5,Q,N,재색
믹스견,0,0.8,0.5,M,N,흰색
믹스견,0,0.8,0.5,M,N,흰색
믹스견,0,0.8,0.5,Q,N,크림색
믹스견,0,0.8,0.5,Q,N,크림색
믹스견,0,0.8,0.5,Q,N,크림색
믹스견,0,0.8,0.5,Q,N,크림색
믹스견,0,0.8,0.6,M,N,호피무늬
믹스견,0,0.8,0.6,M,N,호피무늬
믹스견,0,0.8,0.6,M,N,호피무늬
믹스견,0,0.8,0.6,M,N,갈색
믹스견,0,0.8,0.6,F,N,호피무늬
믹스견,0,0.8,0.6,M,N,갈/흰
믹스견,0,0.8,0.6,M,N,갈/흰
믹스견,0,0.8,0.6,F,N,검정
믹스견,0,0.8,0.6,F,N,검정
믹스견,0,0.8,0.62,F,N,갈색
믹스견,0,0.8,0.64,F,N,갈색/하양
믹스견,0,0.8,0.68,M,N,크림색
믹스견,0,0.8,0.7,M,N,백색
믹스견,0,0.8,0.7,F,N,백색
믹스견,0,0.8,0.7,F,N,벡섹
믹스견,0,0.8,0.7,Q,N,흰색
믹스견,0,0.8,0.7,Q,N,흰색
믹스견,0,0.8,0.7,Q,N,흰색
믹스견,0,0.8,0.7,M,N,갈/흰
믹스견,0,0.8,0.7,M,N,흰
믹스견,0,0.8,0.7,M,N,흰색
믹스견,0,0.8,0.7,M,N,검은색
믹스견,0,0.8,0.7,M,N,크림색
믹스견,0,0.8,0.7,M,N,갈색
믹스견,0,0.8,0.7,M,N,검정
믹스견,0,0.8,0.75,F,N,백흑
믹스견,0,0.8,0.78,F,N,옅은황색
믹스견,0,0.8,0.78,M,N,크림색
믹스견,0,0.8,0.8,M,N,백색
믹스견,0,0.8,0.8,M,N,"크림색, 흑색"
믹스견,0,0.8,0.8,M,N,갈색
믹스견,0,0.8,0.8,M,N,갈색
믹스견,0,0.8,0.8,F,N,검/갈
믹스견,0,0.8,0.8,M,N,갈/흰
믹스견,0,0.8,0.8,F,U,갈/흰
믹스견,0,0.8,0.8,M,N,검정
믹스견,0,0.8,0.8,M,N,백갈
믹스견,0,0.8,0.8,F,U,검/흰
믹스견,0,0.8,0.8,M,N,검/흰
믹스견,0,0.8,0.8,M,N,갈색
믹스견,0,0.8,0.8,F,N,갈흑
믹스견,0,0.8,0.8,M,N,백갈흑
믹스견,0,0.8,0.8,F,N,갈색
믹스견,0,0.8,0.8,F,N,크림색
믹스견,0,0.8,0.8,M,N,검/갈/흰
믹스견,0,0.8,0.85,F,N,갈색
믹스견,0,0.8,0.9,M,N,백색
믹스견,0,0.8,0.9,M,N,백색
믹스견,0,0.8,0.9,M,N,검은색
믹스견,0,0.8,0.9,M,N,갈색
믹스견,0,0.8,0.9,F,N,갈색
믹스견,0,0.8,0.9,F,N,갈색
믹스견,0,0.8,0.9,M,N,갈/흰
믹스견,0,0.8,0.9,M,N,갈/흰
믹스견,0,0.8,0.9,M,N,갈/흰
믹스견,0,0.8,0.9,F,U,흰
믹스견,0,0.8,0.9,F,U,갈/검
믹스견,0,0.8,0.9,F,N,검백색
믹스견,0,0.8,0.9,F,U,갈/흰
믹스견,0,0.8,0.9,M,N,갈색
믹스견,0,0.8,0.9,M,U,흰
믹스견,0,0.8,0.9,M,N,검/갈/흰
믹스견,0,0.8,0.9,F,N,흰색
믹스견,0,0.8,0.92,M,N,갈/검/흰
믹스견,1,1,0.94,F,N,검갈색
믹스견,0,0.8,0.98,F,U,흰색
믹스견,0,0.8,1,M,N,갈
믹스견,0,0.8,1,M,N,크림색
믹스견,0,0.8,1,M,N,흰색
믹스견,0,0.8,1,F,N,흰색
믹스견,0,0.8,1,M,N,"흑회색, 흰색"
믹스견,0,0.8,1,M,N,흑회색
믹스견,0,0.8,1,F,N,"크림색, 검정색"
믹스견,0,0.8,1,F,U,검/흰
믹스견,0,0.8,1,F,U,검/흰
믹스견,0,0.8,1,F,U,검/흰
믹스견,0,0.8,1,F,U,검/흰
믹스견,0,0.8,1,F,N,흰+검 얼룩
믹스견,0,0.8,1,F,N,갈색
믹스견,0,0.8,1,F,N,검/흰
믹스견,0,0.8,1,F,N,흰색
믹스견,0,0.8,1,M,N,갈/흰
믹스견,0,0.8,1,M,N,갈/흰
믹스견,0,0.8,1,F,N,흑갈색
믹스견,0,0.8,1,M,N,갈색
믹스견,0,0.8,1,M,N,흰색
믹스견,0,0.8,1,M,N,황갈색
믹스견,0,0.8,1,M,N,진한갈색
믹스견,0,0.8,1,F,N,진한갈색
믹스견,0,0.8,1,F,N,연갈색
믹스견,0,0.8,1,F,N,흰색
믹스견,0,0.8,1,M,N,흰/갈
믹스견,0,0.8,1,F,N,흰색
믹스견,0,0.8,1,F,N,크림색
믹스견,0,0.8,1,F,U,검/갈
믹스견,0,0.8,1,F,U,검/갈
믹스견,0,0.8,1,M,N,검/갈/흰
믹스견,0,0.8,1,M,N,"검정색, 흰색"
믹스견,0,0.8,1,M,N,크림색
믹스견,0,0.8,1,M,N,흑갈색
믹스견,0,0.8,1,F,N,흰색
믹스견,0,0.8,1,M,N,"흑회색, 흰색"
믹스견,0,0.8,1,F,N,백
믹스견,0,0.8,1,M,N,백
믹스견,0,0.8,1,M,N,백
믹스견,0,0.8,1,M,N,백
믹스견,0,0.8,1,M,N,검정
믹스견,0,0.8,1,M,N,갈/검/흰
믹스견,0,0.8,1,F,N,흰색
믹스견,0,0.8,1,F,U,흰색
믹스견,0,0.8,1,M,N,흰색
믹스견,0,0.8,1,F,N,검정
믹스견,0,0.8,1,F,N,갈색
믹스견,0,0.8,1,F,N,검정
믹스견,0,0.8,1,F,N,흰색
믹스견,0,0.8,1,F,N,흰색
믹스견,0,0.8,1,F,N,흰색
믹스견,0,0.8,1,M,N,검정
믹스견,0,0.8,1,M,N,흰색
믹스견,0,0.8,1,F,N,검정
믹스견,0,0.8,1,F,N,흰색
믹스견,0,0.8,1,M,N,흰색
믹스견,0,0.8,1,F,N,흰색
믹스견,0,0.8,1,F,N,짙은갈색
믹스견,0,0.8,1,F,N,짙은갈색
믹스견,0,0.8,1,F,N,흰색
믹스견,0,0.8,1,M,U,흰색
믹스견,0,0.8,1,F,N,흰색
믹스견,0,0.8,1,F,N,흰색
믹스견,0,0.8,1,F,N,흰색
믹스견,0,0.8,1,F,N,옅은갈색
믹스견,0,0.8,1,M,N,흰색
믹스견,0,0.8,1,M,N,흰색
믹스견,0,0.8,1,F,N,짙은갈색
믹스견,0,0.8,1,F,N,짙은갈색
믹스견,0,0.8,1,M,N,"진한갈색,검정,흰색"
믹스견,0,0.8,1,F,N,검정
믹스견,0,0.8,1,M,N,검정
믹스견,0,0.8,1,M,U,흰색
믹스견,0,0.8,1,M,U,흰색
믹스견,0,0.8,1,M,N,"흰색, 갈색"
믹스견,0,0.8,1,M,N,"흰색, 연갈색"
믹스견,0,0.8,1,F,N,"흰색, 검정색"
믹스견,0,0.8,1,M,N,흑갈색
믹스견,0,0.8,1,M,N,흑회색
믹스견,0,0.8,1,F,N,화ㅇ색
믹스견,0,0.8,1,F,N,황색
믹스견,0,0.8,1,F,N,흰색
믹스견,0,0.8,1,F,N,갈색
믹스견,0,0.8,1,F,N,갈색
믹스견,0,0.8,1,M,N,갈색
믹스견,0,0.8,1,M,N,갈색
믹스견,0,0.8,1,M,N,갈색
믹스견,0,0.8,1,F,N,옅은갈색
믹스견,0,0.8,1,M,N,옅은 갈색
믹스견,0,0.8,1,F,N,갈색
믹스견,0,0.8,1,M,N,흑/갈
믹스견,0,0.8,1,F,N,흰색
믹스견,0,0.8,1,M,N,흰색
믹스견,0,0.8,1,F,N,흰색
믹스견,0,0.8,1,F,N,흰색
믹스견,0,0.8,1,M,N,흰색
믹스견,0,0.8,1,F,N,흰색
믹스견,0,0.8,1,M,N,"검정,흰색"
믹스견,0,0.8,1,F,N,검정
믹스견,0,0.8,1,F,U,검정
믹스견,0,0.8,1,M,N,검정
믹스견,0,0.8,1,M,N,"흰색,검정"
믹스견,0,0.8,1,F,N,검정
믹스견,0,0.8,1,F,N,백갈
믹스견,0,0.8,1,F,N,흑회색
믹스견,0,0.8,1,F,N,검정색
믹스견,0,0.8,1,M,N,백
믹스견,0,0.8,1,F,N,백
믹스견,0,0.8,1,F,N,갈흑백
믹스견,0,0.8,1,M,N,갈백흑
믹스견,0,0.8,1,M,N,갈흑
믹스견,0,0.8,1,M,N,"갈색, 검정, 흰색"
믹스견,0,0.8,1,M,N,"갈색,검정,흰색"
믹스견,0,0.8,1,F,U,갈/검/흰
믹스견,0,0.8,1,F,U,갈/흰/검
믹스견,0,0.8,1,M,N,갈
믹스견,0,0.8,1,M,N,황색
믹스견,0,0.8,1,M,N,크림색
믹스견,0,0.8,1,F,N,진갈
믹스견,0,0.8,1,M,N,진갈
믹스견,0,0.8,1,M,N,검정
믹스견,0,0.8,1,F,U,연갈/흰
믹스견,0,0.8,1,F,N,백
믹스견,0,0.8,1,F,N,백
믹스견,0,0.8,1,M,N,백
믹스견,0,0.8,1,F,N,백
믹스견,0,0.8,1,M,N,백
믹스견,0,0.8,1,M,N,백
믹스견,0,0.8,1,M,N,갈색
믹스견,0,0.8,1,M,U,갈색
믹스견,0,0.8,1,M,N,베이지
믹스견,0,0.8,1,F,N,"검정,갈색"
믹스견,0,0.8,1,M,N,"갈색,흰색"
믹스견,0,0.8,1,F,N,"흰색,갈색"
믹스견,0,0.8,1,M,N,베이지
믹스견,0,0.8,1,M,N,"갈색,검정"
믹스견,0,0.8,1,M,N,"갈색,검정"
믹스견,0,0.8,1,F,N,베이지
믹스견,0,0.8,1,M,N,"흰색,검정,갈색"
믹스견,0,0.8,1,M,N,흰색
믹스견,0,0.8,1,M,N,짙은갈색
믹스견,0,0.8,1,F,N,"갈색,흰색"
믹스견,0,0.8,1,F,N,짙은고동
믹스견,0,0.8,1,F,N,"흰색,갈색,검정"
믹스견,0,0.8,1,M,N,검은색
믹스견,0,0.8,1,M,U,흰색
믹스견,0,0.8,1,M,N,흑갈색
믹스견,0,0.8,1,M,N,검백색
믹스견,0,0.8,1,Q,U,흰/갈
믹스견,0,0.8,1,F,N,호반색
믹스견,0,0.8,1,F,N,흰+회 얼룩
믹스견,0,0.8,1,F,N,흰색
믹스견,0,0.8,1,F,N,황색.검정
믹스견,0,0.8,1,F,N,흰색
믹스견,0,0.8,1,M,N,연한갈색
믹스견,0,0.8,1,M,N,연한갈색
믹스견,0,0.8,1,M,N,연한갈색
믹스견,0,0.8,1,F,N,호반
믹스견,0,0.8,1,M,N,호반색
믹스견,0,0.8,1,M,N,검정색
믹스견,0,0.8,1,F,N,황갈색
믹스견,0,0.8,1,M,N,크림색
믹스견,0,0.8,1,M,N,크림색
믹스견,0,0.8,1,F,N,흰색
믹스견,0,0.8,1,F,N,크림색
믹스견,0,0.8,1,F,U,흰/갈
믹스견,0,0.8,1,F,N,백
믹스견,1,1,1,F,N,흰색 회색얼룩
믹스견,1,1,1,F,N,회갈색
믹스견,1,1,1,F,N,갈색
믹스견,1,1,1,F,N,갈색
믹스견,1,1,1,M,N,갈색
믹스견,1,1,1,F,N,갈색
믹스견,1,1,1,F,N,흰색.황색
믹스견,0,0.8,1.02,F,N,검정/하양
믹스견,0,0.8,1.04,F,N,흰색&검정
믹스견,0,0.8,1.1,M,N,흑회색
믹스견,0,0.8,1.1,F,N,흑회색
믹스견,0,0.8,1.1,F,N,블랙탄
믹스견,0,0.8,1.1,F,N,"검정색, 흰색"
믹스견,0,0.8,1.1,F,N,"검정색, 흰색"
믹스견,0,0.8,1.1,F,N,흑갈색
믹스견,0,0.8,1.1,F,U,검/갈
믹스견,0,0.8,1.1,F,N,"흑회색, 흰색"
믹스견,0,0.8,1.1,F,N,"흰색, 검정색"
믹스견,0,0.8,1.1,F,N,흰색
믹스견,0,0.8,1.1,F,N,흰색
믹스견,0,0.8,1.1,M,N,흑갈색
믹스견,0,0.8,1.1,M,N,흰색
믹스견,0,0.8,1.1,M,N,흰
믹스견,0,0.8,1.1,F,N,"흑갈색, 흰색"
믹스견,0,0.8,1.1,M,N,흑갈색
믹스견,0,0.8,1.1,F,U,갈/흰/검
믹스견,0,0.8,1.1,M,N,갈색
믹스견,0,0.8,1.1,M,N,흑갈색
믹스견,0,0.8,1.1,F,N,흰색
믹스견,0,0.8,1.1,M,N,검정색
믹스견,0,0.8,1.1,M,N,흑갈색
믹스견,0,0.8,1.1,M,N,흑갈색
믹스견,0,0.8,1.1,M,N,흑갈색
믹스견,0,0.8,1.1,F,N,갈색
믹스견,0,0.8,1.1,M,N,갈색
믹스견,0,0.8,1.1,M,N,갈/검/흰
믹스견,0,0.8,1.1,F,N,"황색, 흰색"
믹스견,0,0.8,1.1,F,N,크림색
믹스견,0,0.8,1.1,F,N,흰색
믹스견,0,0.8,1.1,F,N,흰색
믹스견,0,0.8,1.1,M,N,흰색
믹스견,0,0.8,1.1,M,N,검정+흰색+갈색
믹스견,0,0.8,1.1,F,U,갈/검
믹스견,1,1,1.1,F,N,"회갈색, 흰색"
믹스견,1,1,1.1,F,N,흰색
믹스견,0,0.8,1.13,F,N,검정 갈색 블랙탄
믹스견,0,0.8,1.15,M,N,검/갈/흰
믹스견,0,0.8,1.2,F,N,크림색
믹스견,0,0.8,1.2,M,N,크림색
믹스견,0,0.8,1.2,M,N,갈/검
믹스견,0,0.8,1.2,M,N,흰색
믹스견,0,0.8,1.2,M,N,흰색
믹스견,0,0.8,1.2,F,N,"황색, 흰색"
믹스견,0,0.8,1.2,M,N,흰색
믹스견,0,0.8,1.2,M,N,갈색
믹스견,0,0.8,1.2,M,N,갈색
믹스견,0,0.8,1.2,M,N,흰색&검정
믹스견,0,0.8,1.2,F,N,흰색&검정
믹스견,0,0.8,1.2,M,N,흰색&검정
믹스견,0,0.8,1.2,F,N,흰색&검정
믹스견,0,0.8,1.2,M,N,흰/갈
믹스견,0,0.8,1.2,M,N,흑갈색
믹스견,0,0.8,1.2,M,N,흰
믹스견,0,0.8,1.2,M,N,갈/검/흰
믹스견,0,0.8,1.2,F,N,흰색
믹스견,0,0.8,1.2,F,N,갈색
믹스견,0,0.8,1.2,F,N,회색
믹스견,0,0.8,1.2,F,N,흰색
믹스견,0,0.8,1.2,M,N,흰색
믹스견,0,0.8,1.2,M,N,흰갈
믹스견,0,0.8,1.2,F,N,흰색
믹스견,0,0.8,1.2,M,N,갈색
믹스견,0,0.8,1.2,F,N,황갈
믹스견,0,0.8,1.2,F,U,갈/검/흰
믹스견,0,0.8,1.2,F,N,흰색
믹스견,0,0.8,1.2,M,N,흰색
믹스견,0,0.8,1.2,M,N,흰색
믹스견,0,0.8,1.2,M,N,흰색
믹스견,0,0.8,1.2,M,N,"흑색, 갈색"
믹스견,0,0.8,1.2,F,N,검정
믹스견,0,0.8,1.2,F,U,흰/갈
믹스견,0,0.8,1.2,F,U,검/흰
믹스견,0,0.8,1.2,M,N,검/흰
믹스견,0,0.8,1.2,M,N,검
믹스견,1,1,1.2,F,N,크림
믹스견,1,1,1.2,M,N,"회갈색, 흰색"
믹스견,1,1,1.2,F,N,흰색
믹스견,1,1,1.22,M,N,크림
믹스견,0,0.8,1.3,M,N,크림색
믹스견,0,0.8,1.3,F,N,검정 갈색흰색
믹스견,0,0.8,1.3,M,N,하양
믹스견,0,0.8,1.3,M,N,갈
믹스견,0,0.8,1.3,F,U,흰/갈
믹스견,0,0.8,1.3,F,N,흰색&검정
믹스견,0,0.8,1.3,M,N,흑갈색
믹스견,0,0.8,1.3,F,U,갈/흰
믹스견,0,0.8,1.3,F,U,갈/흰/검
믹스견,0,0.8,1.3,M,N,흰색
믹스견,0,0.8,1.3,M,N,"흑회색, 흰색"
믹스견,0,0.8,1.3,F,N,"흰색, 검정색"
믹스견,0,0.8,1.3,M,N,"흰색, 갈색"
믹스견,0,0.8,1.3,M,N,갈/흰
믹스견,0,0.8,1.3,F,U,갈/흰
믹스견,0,0.8,1.3,M,N,갈/흰
믹스견,0,0.8,1.3,F,U,흰/갈
믹스견,0,0.8,1.3,F,U,흰/갈/검
믹스견,0,0.8,1.3,M,N,블랙탄
믹스견,0,0.8,1.3,F,U,검/갈/흰
믹스견,0,0.8,1.3,M,N,갈색
믹스견,0,0.8,1.3,F,N,흰색
믹스견,0,0.8,1.3,M,N,흰색
믹스견,0,0.8,1.3,F,N,흰색
믹스견,0,0.8,1.3,F,N,흰색
믹스견,0,0.8,1.3,F,N,흰색
믹스견,0,0.8,1.3,M,N,검정+갈색
믹스견,0,0.8,1.3,F,U,갈/검
믹스견,0,0.8,1.3,M,N,흰/갈
믹스견,0,0.8,1.3,F,U,검/흰
믹스견,1,1,1.3,F,N,"검정,흰색"
믹스견,1,1,1.3,M,N,블랙탄
믹스견,1,1,1.3,M,N,"흰색, 회갈색"
믹스견,1,1,1.3,F,N,흰색
믹스견,0,0.8,1.34,F,N,갈색
믹스견,0,0.8,1.36,F,N,흰색
믹스견,1,1,1.36,M,N,검갈색
믹스견,0,0.8,1.38,F,U,백색
믹스견,0,0.8,1.4,M,N,갈
믹스견,0,0.8,1.4,F,U,검/흰
믹스견,0,0.8,1.4,F,N,쵸코
믹스견,0,0.8,1.4,M,N,흑갈색
믹스견,0,0.8,1.4,F,N,흰색
믹스견,0,0.8,1.4,F,N,흰색
믹스견,0,0.8,1.4,M,N,"흑색, 크림색"
믹스견,0,0.8,1.4,F,N,"검정색, 흰색"
믹스견,0,0.8,1.4,F,U,갈/검/흰
믹스견,0,0.8,1.4,F,U,흰
믹스견,0,0.8,1.4,M,N,백색
믹스견,0,0.8,1.4,M,N,갈/흰/검
믹스견,0,0.8,1.4,F,N,크림
믹스견,0,0.8,1.4,M,N,"흰색, 갈색"
믹스견,0,0.8,1.4,M,N,검/갈/흰
믹스견,0,0.8,1.4,F,N,흰색
믹스견,0,0.8,1.4,F,U,흰
믹스견,0,0.8,1.4,F,N,회색
믹스견,0,0.8,1.4,F,U,갈/검
믹스견,0,0.8,1.4,M,N,"갈색,검정"
믹스견,0,0.8,1.4,F,N,흰색
믹스견,0,0.8,1.4,M,N,검정+갈색
믹스견,0,0.8,1.4,M,N,검정+갈색+흰색
믹스견,0,0.8,1.4,M,N,흰/갈
믹스견,1,1,1.4,F,N,흰색
믹스견,1,1,1.4,M,N,"흰색, 회갈색"
